Seed,Shots,Evaluations,CSteps,Epsilon
15795.0,2.0,3000.0,30.0,0.8522163704904641
15795.0,8.0,3000.0,30.0,0.627207091433701
15795.0,32.0,3000.0,30.0,0.18964731267011603
15795.0,128.0,3000.0,30.0,0.0811455113677009
15795.0,512.0,3000.0,30.0,0.061931132425365826
15795.0,2048.0,3000.0,30.0,0.03359817177970381
15795.0,8192.0,3000.0,30.0,0.04590959453141896
860.0,2.0,3000.0,30.0,0.7799646020443712
860.0,8.0,3000.0,30.0,0.325477279452443
860.0,32.0,3000.0,30.0,0.18159149514604134
860.0,128.0,3000.0,30.0,0.12768354833148654
860.0,512.0,3000.0,30.0,0.05814147809076908
860.0,2048.0,3000.0,30.0,0.04709677731595008
860.0,8192.0,3000.0,30.0,0.060829697036185015
76820.0,2.0,3000.0,30.0,0.7661362971123429
76820.0,8.0,3000.0,30.0,0.703906028603962
76820.0,32.0,3000.0,30.0,0.175001890273624
76820.0,128.0,3000.0,30.0,0.10620447072266603
76820.0,512.0,3000.0,30.0,0.08318497884332604
76820.0,2048.0,3000.0,30.0,0.094469649826873
76820.0,8192.0,3000.0,30.0,0.07084190036999438
54886.0,2.0,3000.0,30.0,0.70035507755697
54886.0,8.0,3000.0,30.0,0.522978998754798
54886.0,32.0,3000.0,30.0,0.26640949097380306
54886.0,128.0,3000.0,30.0,0.169088973760202
54886.0,512.0,3000.0,30.0,0.09442726857145767
54886.0,2048.0,3000.0,30.0,0.07652697170875966
54886.0,8192.0,3000.0,30.0,0.05788958664754007
6265.0,2.0,3000.0,30.0,0.9081748008025969
6265.0,8.0,3000.0,30.0,0.337395168752457
6265.0,32.0,3000.0,30.0,0.167397432019471
6265.0,128.0,3000.0,30.0,0.10240607774563704
6265.0,512.0,3000.0,30.0,0.10410506626720606
6265.0,2048.0,3000.0,30.0,0.07487254942519461
6265.0,8192.0,3000.0,30.0,0.05184613195054999
82386.0,2.0,3000.0,30.0,0.671625251348235
82386.0,8.0,3000.0,30.0,0.407058212410429
82386.0,32.0,3000.0,30.0,0.23305087170152
82386.0,128.0,3000.0,30.0,0.11023039498647735
82386.0,512.0,3000.0,30.0,0.06757753128218813
82386.0,2048.0,3000.0,30.0,0.050745253823637315
82386.0,8192.0,3000.0,30.0,0.029882267420005548
37194.0,2.0,3000.0,30.0,0.8024172406611272
37194.0,8.0,3000.0,30.0,0.6179000799231029
37194.0,32.0,3000.0,30.0,0.22336679216461142
37194.0,128.0,3000.0,30.0,0.13805189046665045
37194.0,512.0,3000.0,30.0,0.1003503256759894
37194.0,2048.0,3000.0,30.0,0.04554973861630196
37194.0,8192.0,3000.0,30.0,0.034610977288713596
87498.0,2.0,3000.0,30.0,0.708963298211843
87498.0,8.0,3000.0,30.0,0.6648766084541841
87498.0,32.0,3000.0,30.0,0.27315931191153653
87498.0,128.0,3000.0,30.0,0.12255987933823698
87498.0,512.0,3000.0,30.0,0.102518109874071
87498.0,2048.0,3000.0,30.0,0.05987102712901504
87498.0,8192.0,3000.0,30.0,0.0322180074370787
44131.0,2.0,3000.0,30.0,0.8157438950352383
44131.0,8.0,3000.0,30.0,0.440292090048994
44131.0,32.0,3000.0,30.0,0.12499756682466501
44131.0,128.0,3000.0,30.0,0.155589782440253
44131.0,512.0,3000.0,30.0,0.05186849459409104
44131.0,2048.0,3000.0,30.0,0.06808536996131243
44131.0,8192.0,3000.0,30.0,0.05680148214918701
60263.0,2.0,3000.0,30.0,0.890304503596104
60263.0,8.0,3000.0,30.0,0.3847592585459191
60263.0,32.0,3000.0,30.0,0.1813014474772674
60263.0,128.0,3000.0,30.0,0.1421194852858244
60263.0,512.0,3000.0,30.0,0.06744616090529099
60263.0,2048.0,3000.0,30.0,0.091534791632982
60263.0,8192.0,3000.0,30.0,0.07499281443350708
16023.0,2.0,3000.0,30.0,0.7101917026643174
16023.0,8.0,3000.0,30.0,0.557402528335147
16023.0,32.0,3000.0,30.0,0.31997075997767477
16023.0,128.0,3000.0,30.0,0.11385691767121031
16023.0,512.0,3000.0,30.0,0.10491941495224655
16023.0,2048.0,3000.0,30.0,0.04254627085267304
16023.0,8192.0,3000.0,30.0,0.07286914933042998
41090.0,2.0,3000.0,30.0,0.903355748908773
41090.0,8.0,3000.0,30.0,0.43445593531950044
41090.0,32.0,3000.0,30.0,0.2216446804073447
41090.0,128.0,3000.0,30.0,0.132209125540306
41090.0,512.0,3000.0,30.0,0.10061748254668301
41090.0,2048.0,3000.0,30.0,0.06429203854772059
41090.0,8192.0,3000.0,30.0,0.04689292438780701
67221.0,2.0,3000.0,30.0,0.7903452819783551
67221.0,8.0,3000.0,30.0,0.588184781962926
67221.0,32.0,3000.0,30.0,0.24709608014031104
67221.0,128.0,3000.0,30.0,0.11084274983540299
67221.0,512.0,3000.0,30.0,0.08515632841562243
67221.0,2048.0,3000.0,30.0,0.040876894134327046
67221.0,8192.0,3000.0,30.0,0.06706508452670501
64820.0,2.0,3000.0,30.0,0.752285014021161
64820.0,8.0,3000.0,30.0,0.524979806977281
64820.0,32.0,3000.0,30.0,0.2588390275375776
64820.0,128.0,3000.0,30.0,0.13392734701201403
64820.0,512.0,3000.0,30.0,0.08210867964352997
64820.0,2048.0,3000.0,30.0,0.030951437521547998
64820.0,8192.0,3000.0,30.0,0.02079091036302938
769.0,2.0,3000.0,30.0,0.85650024188241
769.0,8.0,3000.0,30.0,0.540545560088716
769.0,32.0,3000.0,30.0,0.236468366614895
769.0,128.0,3000.0,30.0,0.10523493102714698
769.0,512.0,3000.0,30.0,0.059287805849522646
769.0,2048.0,3000.0,30.0,0.10115807436602597
769.0,8192.0,3000.0,30.0,0.044780148634203654
59735.0,2.0,3000.0,30.0,0.809750025359653
59735.0,8.0,3000.0,30.0,0.4528776377908189
59735.0,32.0,3000.0,30.0,0.23325869411836853
59735.0,128.0,3000.0,30.0,0.12613138858526368
59735.0,512.0,3000.0,30.0,0.06499895161438585
59735.0,2048.0,3000.0,30.0,0.07237242398164401
59735.0,8192.0,3000.0,30.0,0.04819058175832536
62955.0,2.0,3000.0,30.0,0.8163633292753072
62955.0,8.0,3000.0,30.0,0.35381097082145707
62955.0,32.0,3000.0,30.0,0.171925846613763
62955.0,128.0,3000.0,30.0,0.13704779787007004
62955.0,512.0,3000.0,30.0,0.07488405272017307
62955.0,2048.0,3000.0,30.0,0.06103581618755849
62955.0,8192.0,3000.0,30.0,0.054503363289569395
64925.0,2.0,3000.0,30.0,0.8978005737061681
64925.0,8.0,3000.0,30.0,0.541359536767069
64925.0,32.0,3000.0,30.0,0.19582495960014246
64925.0,128.0,3000.0,30.0,0.11720627126463601
64925.0,512.0,3000.0,30.0,0.10114985784991198
64925.0,2048.0,3000.0,30.0,0.082925476550476
64925.0,8192.0,3000.0,30.0,0.040031695279470036
67969.0,2.0,3000.0,30.0,0.723110059538649
67969.0,8.0,3000.0,30.0,0.5487206493841276
67969.0,32.0,3000.0,30.0,0.291079686387278
67969.0,128.0,3000.0,30.0,0.12204269578736904
67969.0,512.0,3000.0,30.0,0.10415266798050549
67969.0,2048.0,3000.0,30.0,0.05061158438507901
67969.0,8192.0,3000.0,30.0,0.08293389841011067
5311.0,2.0,3000.0,30.0,0.6586840999665
5311.0,8.0,3000.0,30.0,0.4324153867631051
5311.0,32.0,3000.0,30.0,0.256897781134209
5311.0,128.0,3000.0,30.0,0.14058962386484053
5311.0,512.0,3000.0,30.0,0.04854461837709845
5311.0,2048.0,3000.0,30.0,0.046727599475098025
5311.0,8192.0,3000.0,30.0,0.052017188511746026
83104.0,2.0,3000.0,30.0,0.8581129761845903
83104.0,8.0,3000.0,30.0,0.5097991985403025
83104.0,32.0,3000.0,30.0,0.18596371257203503
83104.0,128.0,3000.0,30.0,0.126890758613175
83104.0,512.0,3000.0,30.0,0.08614327360503604
83104.0,2048.0,3000.0,30.0,0.041854020823458515
83104.0,8192.0,3000.0,30.0,0.04858387116819407
53707.0,2.0,3000.0,30.0,0.801793713028643
53707.0,8.0,3000.0,30.0,0.39846898043795553
53707.0,32.0,3000.0,30.0,0.26180298179461375
53707.0,128.0,3000.0,30.0,0.13323319574021864
53707.0,512.0,3000.0,30.0,0.09720376980221201
53707.0,2048.0,3000.0,30.0,0.04720305151406201
53707.0,8192.0,3000.0,30.0,0.06765608014398605
85305.0,2.0,3000.0,30.0,0.7037536278035817
85305.0,8.0,3000.0,30.0,0.42703884640907075
85305.0,32.0,3000.0,30.0,0.20084024701290465
85305.0,128.0,3000.0,30.0,0.10663001250105397
85305.0,512.0,3000.0,30.0,0.08855986659055343
85305.0,2048.0,3000.0,30.0,0.05886137776026501
85305.0,8192.0,3000.0,30.0,0.06203412855906165
28693.0,2.0,3000.0,30.0,0.825275816439428
28693.0,8.0,3000.0,30.0,0.8709864301264039
28693.0,32.0,3000.0,30.0,0.21120325958698172
28693.0,128.0,3000.0,30.0,0.09911684111645902
28693.0,512.0,3000.0,30.0,0.09079834414055554
28693.0,2048.0,3000.0,30.0,0.06077208153367608
28693.0,8192.0,3000.0,30.0,0.015261039596759007
71932.0,2.0,3000.0,30.0,0.869017558747617
71932.0,8.0,3000.0,30.0,0.3079902393165268
71932.0,32.0,3000.0,30.0,0.1874329081173891
71932.0,128.0,3000.0,30.0,0.0955691224298374
71932.0,512.0,3000.0,30.0,0.07805443967489056
71932.0,2048.0,3000.0,30.0,0.027336566406472973
71932.0,8192.0,3000.0,30.0,0.01817238853729497
93016.0,2.0,3000.0,30.0,0.8083868652231948
93016.0,8.0,3000.0,30.0,0.3687365263883968
93016.0,32.0,3000.0,30.0,0.17350205676302932
93016.0,128.0,3000.0,30.0,0.2038994917180187
93016.0,512.0,3000.0,30.0,0.08721732984538144
93016.0,2048.0,3000.0,30.0,0.1025980129451266
93016.0,8192.0,3000.0,30.0,0.043117529172641
25658.0,2.0,3000.0,30.0,0.7692853529945181
25658.0,8.0,3000.0,30.0,0.356234388063678
25658.0,32.0,3000.0,30.0,0.24322740571658186
25658.0,128.0,3000.0,30.0,0.10807578296411458
25658.0,512.0,3000.0,30.0,0.10323309413122406
25658.0,2048.0,3000.0,30.0,0.046906689161756776
25658.0,8192.0,3000.0,30.0,0.032449443643856046
84478.0,2.0,3000.0,30.0,0.535039767887676
84478.0,8.0,3000.0,30.0,0.32502062513800734
84478.0,32.0,3000.0,30.0,0.20000247642294167
84478.0,128.0,3000.0,30.0,0.08125507945303517
84478.0,512.0,3000.0,30.0,0.06520830592318605
84478.0,2048.0,3000.0,30.0,0.03209271364101951
84478.0,8192.0,3000.0,30.0,0.03770718246923904
18431.0,2.0,3000.0,30.0,0.8730399421156921
18431.0,8.0,3000.0,30.0,0.575631265205653
18431.0,32.0,3000.0,30.0,0.2211095028732658
18431.0,128.0,3000.0,30.0,0.12561349638770103
18431.0,512.0,3000.0,30.0,0.0678486554875608
18431.0,2048.0,3000.0,30.0,0.05694511922504453
18431.0,8192.0,3000.0,30.0,0.041730820565989535
2747.0,2.0,3000.0,30.0,0.8481156946113311
2747.0,8.0,3000.0,30.0,0.3623393874542701
2747.0,32.0,3000.0,30.0,0.23434421184666654
2747.0,128.0,3000.0,30.0,0.09413328766373685
2747.0,512.0,3000.0,30.0,0.06902977810550504
2747.0,2048.0,3000.0,30.0,0.025802904043349506
2747.0,8192.0,3000.0,30.0,0.02797457664016101
59150.0,2.0,3000.0,30.0,0.920516986990433
59150.0,8.0,3000.0,30.0,0.4622938943731374
59150.0,32.0,3000.0,30.0,0.20624042732437964
59150.0,128.0,3000.0,30.0,0.15077827648654002
59150.0,512.0,3000.0,30.0,0.06477504392695499
