seed,R,C,M,train acc,epsilon,evaluations
58474.0,16.0,1000.0,100.0,0.75,6.844353091107931,42199.0
58474.0,32.0,1000.0,100.0,0.78,4.8121121142950996,45703.0
58474.0,64.0,1000.0,100.0,0.83,2.0622705757078275,44253.0
58474.0,128.0,1000.0,100.0,0.83,2.5435245181617274,47049.0
58474.0,256.0,1000.0,100.0,0.84,1.9915962112708954,47078.0
58474.0,512.0,1000.0,100.0,0.85,1.6079359603751202,47127.0
58474.0,1024.0,1000.0,100.0,0.87,1.1869011950942476,47271.0
58474.0,2048.0,1000.0,100.0,0.89,0.9548543527043272,46072.0
58474.0,4096.0,1000.0,100.0,0.81,0.9226682414044897,49407.0
12468.0,8.0,1000.0,100.0,0.73,11.49516418078714,35674.0
12468.0,16.0,1000.0,100.0,0.76,9.317696044905281,39183.0
12468.0,32.0,1000.0,100.0,0.75,7.29748244237446,41504.0
12468.0,64.0,1000.0,100.0,0.79,4.224736167499658,41789.0
12468.0,128.0,1000.0,100.0,0.8,2.8125229995909535,44916.0
12468.0,256.0,1000.0,100.0,0.82,2.6848943284219784,44782.0
12468.0,512.0,1000.0,100.0,0.85,1.5561474911029607,45136.0
12468.0,1024.0,1000.0,100.0,0.84,1.3131549398927254,44893.0
12468.0,2048.0,1000.0,100.0,0.86,0.9366227176606483,45447.0
12468.0,4096.0,1000.0,100.0,0.89,0.9106623375552585,44744.0
12765.0,8.0,1000.0,100.0,0.69,15.935615960869153,42937.0
12765.0,16.0,1000.0,100.0,0.76,12.91531428762013,40935.0
12765.0,32.0,1000.0,100.0,0.75,11.006230942780242,43763.0
12765.0,64.0,1000.0,100.0,0.77,6.304861841090429,44710.0
12765.0,128.0,1000.0,100.0,0.83,4.50828361634363,42439.0
12765.0,256.0,1000.0,100.0,0.86,2.6173812223099464,44012.0
12765.0,512.0,1000.0,100.0,0.89,0.8694158751303815,44204.0
12765.0,1024.0,1000.0,100.0,0.87,1.40015529574778,44438.0
12765.0,2048.0,1000.0,100.0,0.89,0.7096721378554601,45905.0
12765.0,4096.0,1000.0,100.0,0.89,0.7896334317875504,43961.0
39769.0,8.0,1000.0,100.0,0.74,12.70370586742996,39708.0
39769.0,16.0,1000.0,100.0,0.77,8.766079544339132,32689.0
39769.0,32.0,1000.0,100.0,0.81,8.15169748267763,36377.0
39769.0,64.0,1000.0,100.0,0.78,6.834869382176137,39306.0
39769.0,128.0,1000.0,100.0,0.84,3.8453695975284425,38932.0
39769.0,256.0,1000.0,100.0,0.87,2.15231289051458,40060.0
39769.0,512.0,1000.0,100.0,0.81,1.9149789490196776,41796.0
39769.0,1024.0,1000.0,100.0,0.88,1.2666885310394789,44406.0
39769.0,2048.0,1000.0,100.0,0.88,0.9446792753546296,43268.0
39769.0,4096.0,1000.0,100.0,0.88,0.37101736505896227,41780.0
9932.0,8.0,1000.0,100.0,0.7,17.10720242528447,41004.0
9932.0,16.0,1000.0,100.0,0.7,8.252493925724584,42394.0
9932.0,32.0,1000.0,100.0,0.73,5.927555315277146,43494.0
9932.0,64.0,1000.0,100.0,0.73,5.461418467546251,42186.0
9932.0,128.0,1000.0,100.0,0.77,4.253126448393599,45834.0
9932.0,256.0,1000.0,100.0,0.77,2.258629659764602,43705.0
9932.0,512.0,1000.0,100.0,0.87,1.837059436032608,44125.0
9932.0,1024.0,1000.0,100.0,0.82,1.0032130301665008,44098.0
9932.0,2048.0,1000.0,100.0,0.84,0.7199602432936729,44465.0
9932.0,4096.0,1000.0,100.0,0.79,0.8490641937332418,43087.0
35933.0,8.0,1000.0,100.0,0.77,14.822870928816808,37295.0
35933.0,16.0,1000.0,100.0,0.78,7.538170796034607,42467.0
35933.0,32.0,1000.0,100.0,0.83,4.702437993945798,41533.0
35933.0,64.0,1000.0,100.0,0.83,4.91936496957406,40703.0
35933.0,128.0,1000.0,100.0,0.83,3.4057154737477,44994.0
35933.0,256.0,1000.0,100.0,0.86,2.2418391426621387,43392.0
35933.0,512.0,1000.0,100.0,0.85,1.265457425840224,44955.0
35933.0,1024.0,1000.0,100.0,0.83,1.1897409036473907,44570.0
35933.0,2048.0,1000.0,100.0,0.85,0.5742083469139215,45583.0
35933.0,4096.0,1000.0,100.0,0.87,0.9567095506328458,46224.0
6135.0,8.0,1000.0,100.0,0.75,15.457644401309812,41673.0
6135.0,16.0,1000.0,100.0,0.77,12.395071775041323,39483.0
6135.0,32.0,1000.0,100.0,0.82,7.433783597692346,42423.0
6135.0,64.0,1000.0,100.0,0.74,4.6007012290681715,43628.0
6135.0,128.0,1000.0,100.0,0.81,3.1040901521242223,41839.0
6135.0,256.0,1000.0,100.0,0.83,1.8271220871485963,44176.0
6135.0,512.0,1000.0,100.0,0.85,1.297996356944521,42861.0
6135.0,1024.0,1000.0,100.0,0.88,1.338900384496137,43800.0
6135.0,2048.0,1000.0,100.0,0.89,1.183981155431857,43254.0
6135.0,4096.0,1000.0,100.0,0.86,1.1685069648025352,42245.0
19602.0,8.0,1000.0,100.0,0.69,16.416845000697254,43123.0
19602.0,16.0,1000.0,100.0,0.76,11.444498085666051,44047.0
19602.0,32.0,1000.0,100.0,0.73,8.114703197008371,40099.0
19602.0,64.0,1000.0,100.0,0.76,7.808854187429074,42267.0
19602.0,128.0,1000.0,100.0,0.82,5.23346848406697,42877.0
19602.0,256.0,1000.0,100.0,0.85,2.122740092351299,45261.0
19602.0,512.0,1000.0,100.0,0.86,2.0960784210213284,43608.0
19602.0,1024.0,1000.0,100.0,0.87,0.8405286834558382,44718.0
19602.0,2048.0,1000.0,100.0,0.9,1.0479586032815615,41999.0
19602.0,4096.0,1000.0,100.0,0.9,0.9386483695048886,46182.0
41083.0,8.0,1000.0,100.0,0.73,11.538036836386208,43492.0
41083.0,16.0,1000.0,100.0,0.73,11.88281358958552,45664.0
41083.0,32.0,1000.0,100.0,0.78,8.29506810075977,45536.0
41083.0,64.0,1000.0,100.0,0.77,7.057124812178063,40916.0
41083.0,128.0,1000.0,100.0,0.83,3.6014715511154427,44612.0
41083.0,256.0,1000.0,100.0,0.89,2.367721356534969,45044.0
41083.0,512.0,1000.0,100.0,0.87,2.1316759427867673,45650.0
41083.0,1024.0,1000.0,100.0,0.89,1.6965436931047155,47336.0
41083.0,2048.0,1000.0,100.0,0.88,1.6203667441852503,44167.0
41083.0,4096.0,1000.0,100.0,0.89,1.2456026088204388,46854.0
43747.0,8.0,1000.0,100.0,0.73,17.054050304894126,40922.0
43747.0,16.0,1000.0,100.0,0.73,10.535080754516224,41193.0
43747.0,32.0,1000.0,100.0,0.78,6.423359118226153,40082.0
43747.0,64.0,1000.0,100.0,0.79,5.853024644570107,37644.0
43747.0,128.0,1000.0,100.0,0.8,3.5033465935688777,40852.0
43747.0,256.0,1000.0,100.0,0.8,1.9567030550777607,42953.0
43747.0,512.0,1000.0,100.0,0.85,1.4839019640867765,43362.0
43747.0,1024.0,1000.0,100.0,0.88,0.9722737834555022,42255.0
43747.0,2048.0,1000.0,100.0,0.89,1.7526857114909435,42440.0
43747.0,4096.0,1000.0,100.0,0.88,0.6857305417582432,43774.0
81362.0,8.0,1000.0,100.0,0.73,14.51897663342874,40599.0
81362.0,16.0,1000.0,100.0,0.75,12.167899188645563,38212.0
81362.0,32.0,1000.0,100.0,0.75,4.395358159707504,43943.0
81362.0,64.0,1000.0,100.0,0.78,2.7659679431740356,43993.0
81362.0,128.0,1000.0,100.0,0.79,1.8811611679358968,44003.0
81362.0,256.0,1000.0,100.0,0.79,1.084188155357416,45894.0
81362.0,512.0,1000.0,100.0,0.83,1.0160371392390213,45096.0
81362.0,1024.0,1000.0,100.0,0.8,0.8885574811797667,47282.0
81362.0,2048.0,1000.0,100.0,0.83,0.5048514400485189,45732.0
81362.0,4096.0,1000.0,100.0,0.81,0.5553034243242365,45610.0
54045.0,8.0,1000.0,100.0,0.7,17.36186261085002,43337.0
54045.0,16.0,1000.0,100.0,0.73,12.580814300900114,44036.0
54045.0,32.0,1000.0,100.0,0.76,7.845405781641556,43180.0
54045.0,64.0,1000.0,100.0,0.8,3.283661042141054,46812.0
54045.0,128.0,1000.0,100.0,0.8,3.0483429957522756,43596.0
54045.0,256.0,1000.0,100.0,0.87,1.5376456765021973,43782.0
54045.0,512.0,1000.0,100.0,0.89,1.245578748567498,42001.0
54045.0,1024.0,1000.0,100.0,0.9,1.1977438753268852,44239.0
54045.0,2048.0,1000.0,100.0,0.92,0.5352834895698564,44851.0
54045.0,4096.0,1000.0,100.0,0.89,1.0838046894837228,45338.0
83476.0,8.0,1000.0,100.0,0.73,15.74013076971384,44389.0
83476.0,16.0,1000.0,100.0,0.73,9.96296254606612,40913.0
83476.0,32.0,1000.0,100.0,0.78,6.6813003081470885,41936.0
83476.0,64.0,1000.0,100.0,0.79,4.656294172116828,43055.0
83476.0,128.0,1000.0,100.0,0.84,2.6981533043954955,41744.0
83476.0,256.0,1000.0,100.0,0.81,2.5521515783097537,45566.0
83476.0,512.0,1000.0,100.0,0.84,1.4443250777224321,44913.0
83476.0,1024.0,1000.0,100.0,0.85,1.8875490343505856,44614.0
83476.0,2048.0,1000.0,100.0,0.86,0.7679535294929749,45216.0
83476.0,4096.0,1000.0,100.0,0.85,1.2482476265100835,43187.0
24206.0,8.0,1000.0,100.0,0.72,16.647634575020767,40812.0
24206.0,16.0,1000.0,100.0,0.72,12.36453782441589,43942.0
24206.0,32.0,1000.0,100.0,0.74,9.719363480425374,40852.0
24206.0,64.0,1000.0,100.0,0.77,7.5898709904425035,41777.0
24206.0,128.0,1000.0,100.0,0.79,4.938237548488231,43214.0
24206.0,256.0,1000.0,100.0,0.85,2.7891768835488033,43651.0
24206.0,512.0,1000.0,100.0,0.82,2.071873138121635,42514.0
24206.0,1024.0,1000.0,100.0,0.87,1.322598603505178,44445.0
24206.0,2048.0,1000.0,100.0,0.88,0.4675676538972684,44553.0
24206.0,4096.0,1000.0,100.0,0.87,0.8764526080581325,43740.0
47806.0,8.0,1000.0,100.0,0.74,14.404179330600815,39719.0
47806.0,16.0,1000.0,100.0,0.78,8.225762780416165,43269.0
47806.0,32.0,1000.0,100.0,0.75,6.798301877614756,42321.0
47806.0,64.0,1000.0,100.0,0.78,5.164210699228829,45062.0
47806.0,128.0,1000.0,100.0,0.82,2.907927724526017,44687.0
47806.0,256.0,1000.0,100.0,0.85,2.0548685014072405,46895.0
47806.0,512.0,1000.0,100.0,0.89,0.9985995971348633,47801.0
47806.0,1024.0,1000.0,100.0,0.87,1.1140141067945684,46805.0
47806.0,2048.0,1000.0,100.0,0.91,0.6629970470546123,46577.0
47806.0,4096.0,1000.0,100.0,0.91,0.746784307347872,48553.0
63355.0,8.0,1000.0,100.0,0.77,15.58471664034957,37324.0
63355.0,16.0,1000.0,100.0,0.77,11.070385925649433,41304.0
63355.0,32.0,1000.0,100.0,0.73,8.90850864708883,41307.0
63355.0,64.0,1000.0,100.0,0.81,5.342404425236775,42433.0
63355.0,128.0,1000.0,100.0,0.85,4.296038576971034,41836.0
63355.0,256.0,1000.0,100.0,0.89,2.591011951910458,43686.0
63355.0,512.0,1000.0,100.0,0.87,2.566375334277584,43634.0
63355.0,1024.0,1000.0,100.0,0.91,1.8602748158023665,45052.0
63355.0,2048.0,1000.0,100.0,0.89,0.8259801989835037,44428.0
63355.0,4096.0,1000.0,100.0,0.91,0.7143865566366631,45769.0
8160.0,8.0,1000.0,100.0,0.71,13.9802807693799,40251.0
8160.0,16.0,1000.0,100.0,0.75,11.167976589307575,42066.0
8160.0,32.0,1000.0,100.0,0.77,9.049889969297801,42887.0
8160.0,64.0,1000.0,100.0,0.78,5.052650453751283,45064.0
8160.0,128.0,1000.0,100.0,0.8,4.068241616781834,46134.0
8160.0,256.0,1000.0,100.0,0.84,2.7032921350138586,46522.0
8160.0,512.0,1000.0,100.0,0.84,1.9515502097740423,43619.0
8160.0,1024.0,1000.0,100.0,0.85,1.499475628316591,44832.0
8160.0,2048.0,1000.0,100.0,0.85,1.4865631944098199,45319.0
8160.0,4096.0,1000.0,100.0,0.88,0.8208188585807253,45959.0
58019.0,8.0,1000.0,100.0,0.74,12.872207439723047,39228.0
58019.0,16.0,1000.0,100.0,0.73,8.59184838515746,42662.0
58019.0,32.0,1000.0,100.0,0.73,7.699167133276186,46352.0
58019.0,64.0,1000.0,100.0,0.76,5.83945434203256,46658.0
58019.0,128.0,1000.0,100.0,0.77,2.9956842345432544,44880.0
58019.0,256.0,1000.0,100.0,0.86,2.011375346491641,44860.0
58019.0,512.0,1000.0,100.0,0.87,1.5447219612701621,42486.0
58019.0,1024.0,1000.0,100.0,0.86,0.9908165212597544,45692.0
58019.0,2048.0,1000.0,100.0,0.83,0.8984484744837371,45772.0
58019.0,4096.0,1000.0,100.0,0.84,0.796458495019202,44945.0
21947.0,8.0,1000.0,100.0,0.69,11.93077021530686,40755.0
21947.0,16.0,1000.0,100.0,0.72,10.38736867288974,41103.0
21947.0,32.0,1000.0,100.0,0.72,8.215056812492103,42956.0
21947.0,64.0,1000.0,100.0,0.76,8.114692255072463,44023.0
21947.0,128.0,1000.0,100.0,0.73,4.050733675550728,41886.0
21947.0,256.0,1000.0,100.0,0.77,3.3049458443007955,44208.0
21947.0,512.0,1000.0,100.0,0.75,1.6462062067452021,44916.0
21947.0,1024.0,1000.0,100.0,0.78,1.173071369937735,44130.0
21947.0,2048.0,1000.0,100.0,0.79,1.3075334145419664,44404.0
21947.0,4096.0,1000.0,100.0,0.78,0.7195767461225444,46410.0
28421.0,8.0,1000.0,100.0,0.73,15.770925789779316,38220.0
28421.0,16.0,1000.0,100.0,0.78,11.92323636889956,39823.0
28421.0,32.0,1000.0,100.0,0.78,7.344702810394935,37156.0
28421.0,64.0,1000.0,100.0,0.82,1.7586222329951675,40146.0
28421.0,128.0,1000.0,100.0,0.8,1.9973969629178838,42334.0
28421.0,256.0,1000.0,100.0,0.84,1.8555162199549011,40333.0
28421.0,512.0,1000.0,100.0,0.85,0.7845840525276244,42439.0
28421.0,1024.0,1000.0,100.0,0.88,1.4029673964269995,43836.0
28421.0,2048.0,1000.0,100.0,0.85,0.8909999627301,41956.0
28421.0,4096.0,1000.0,100.0,0.87,0.8903743018593521,43338.0
76604.0,8.0,1000.0,100.0,0.77,12.40473642717408,41764.0
76604.0,16.0,1000.0,100.0,0.73,9.849804450073167,41642.0
76604.0,32.0,1000.0,100.0,0.78,8.360145978090136,44237.0
76604.0,64.0,1000.0,100.0,0.84,4.816287832616391,42233.0
76604.0,128.0,1000.0,100.0,0.78,2.0010509591856045,47793.0
76604.0,256.0,1000.0,100.0,0.84,1.343916474761381,44024.0
76604.0,512.0,1000.0,100.0,0.87,1.170593908305866,45749.0
76604.0,1024.0,1000.0,100.0,0.84,1.9595240756728758,47153.0
76604.0,2048.0,1000.0,100.0,0.89,1.1387760359828616,47576.0
76604.0,4096.0,1000.0,100.0,0.88,1.0735245165731642,46948.0
80514.0,8.0,1000.0,100.0,0.69,14.000705434546925,44666.0
80514.0,16.0,1000.0,100.0,0.69,11.700450276184041,47637.0
80514.0,32.0,1000.0,100.0,0.77,4.450460718002341,47096.0
80514.0,64.0,1000.0,100.0,0.77,3.0789962593934774,44797.0
80514.0,128.0,1000.0,100.0,0.82,2.7126101378987233,49093.0
80514.0,256.0,1000.0,100.0,0.81,1.8885218049779773,48003.0
80514.0,512.0,1000.0,100.0,0.79,1.3524355812504207,47259.0
80514.0,1024.0,1000.0,100.0,0.87,1.3672058017863777,48062.0
80514.0,2048.0,1000.0,100.0,0.89,1.0655655790682614,47006.0
80514.0,4096.0,1000.0,100.0,0.88,0.5890145108973729,49658.0
61517.0,8.0,1000.0,100.0,0.72,9.03970162283837,42279.0
61517.0,16.0,1000.0,100.0,0.78,5.122923119945962,38198.0
61517.0,32.0,1000.0,100.0,0.81,3.364102287347289,42253.0
61517.0,64.0,1000.0,100.0,0.81,3.0211093554978374,40792.0
61517.0,128.0,1000.0,100.0,0.81,2.0352532643418395,40727.0
61517.0,256.0,1000.0,100.0,0.8,1.5321079823296722,43036.0
61517.0,512.0,1000.0,100.0,0.8,1.232489678107576,44259.0
61517.0,1024.0,1000.0,100.0,0.83,0.8791534970080449,42453.0
61517.0,2048.0,1000.0,100.0,0.89,1.0614620160904082,42362.0
61517.0,4096.0,1000.0,100.0,0.9,1.3351744636839822,42076.0
61043.0,8.0,1000.0,100.0,0.72,13.454270574255817,40552.0
61043.0,16.0,1000.0,100.0,0.73,8.28380302624431,38080.0
61043.0,32.0,1000.0,100.0,0.76,6.596576831204889,44005.0
61043.0,64.0,1000.0,100.0,0.79,5.590282820036535,42112.0
61043.0,128.0,1000.0,100.0,0.83,3.13315790591448,40630.0
61043.0,256.0,1000.0,100.0,0.86,1.871001499967962,42503.0
61043.0,512.0,1000.0,100.0,0.86,1.6661575555082422,44902.0
61043.0,1024.0,1000.0,100.0,0.85,0.9767118729347689,45580.0
61043.0,2048.0,1000.0,100.0,0.85,0.7778673071223691,43783.0
61043.0,4096.0,1000.0,100.0,0.84,0.7581629038137423,44927.0
61604.0,8.0,1000.0,100.0,0.77,16.566493078370264,42971.0
61604.0,16.0,1000.0,100.0,0.78,8.963452414415794,37573.0
61604.0,32.0,1000.0,100.0,0.8,7.869457218118742,42626.0
61604.0,64.0,1000.0,100.0,0.81,3.8418514794355634,40558.0
61604.0,128.0,1000.0,100.0,0.82,2.7449258939015713,46515.0
61604.0,256.0,1000.0,100.0,0.84,2.3526261526666676,46992.0
61604.0,512.0,1000.0,100.0,0.83,1.75417069062044,46511.0
61604.0,1024.0,1000.0,100.0,0.83,1.3617026788556668,46900.0
61604.0,2048.0,1000.0,100.0,0.83,2.0853971296094493,46398.0
61604.0,4096.0,1000.0,100.0,0.85,1.6371141124396078,46850.0
21637.0,8.0,1000.0,100.0,0.74,15.875657350847083,38100.0
21637.0,16.0,1000.0,100.0,0.76,9.568324740124016,42565.0
21637.0,32.0,1000.0,100.0,0.77,6.209929661269545,38456.0
21637.0,64.0,1000.0,100.0,0.82,2.352506165010906,41654.0
21637.0,128.0,1000.0,100.0,0.88,3.0922837685620626,41951.0
21637.0,256.0,1000.0,100.0,0.85,2.3549912181970596,42198.0
21637.0,512.0,1000.0,100.0,0.85,2.0137584207229553,41435.0
21637.0,1024.0,1000.0,100.0,0.85,1.7675177925701058,44433.0
21637.0,2048.0,1000.0,100.0,0.89,1.3086051548028308,42310.0
21637.0,4096.0,1000.0,100.0,0.9,0.9095152843495449,42677.0
39366.0,8.0,1000.0,100.0,0.69,13.311562228204314,42508.0
39366.0,16.0,1000.0,100.0,0.73,12.214516257497603,46295.0
39366.0,32.0,1000.0,100.0,0.75,6.606030026455741,42376.0
39366.0,64.0,1000.0,100.0,0.73,4.70851473229463,42173.0
39366.0,128.0,1000.0,100.0,0.82,2.8311915574598916,47429.0
39366.0,256.0,1000.0,100.0,0.89,1.573300084148662,49708.0
39366.0,512.0,1000.0,100.0,0.88,1.2364263694969526,46389.0
39366.0,1024.0,1000.0,100.0,0.88,0.9387433250401263,47385.0
39366.0,2048.0,1000.0,100.0,0.87,1.144358304558785,47665.0
39366.0,4096.0,1000.0,100.0,0.91,0.6183661393998393,49459.0
78997.0,8.0,1000.0,100.0,0.7,14.642685261966353,47704.0
78997.0,16.0,1000.0,100.0,0.66,12.181422699094336,43625.0
78997.0,32.0,1000.0,100.0,0.68,9.245834625758395,42200.0
78997.0,64.0,1000.0,100.0,0.71,6.919335280803148,45158.0
78997.0,128.0,1000.0,100.0,0.77,3.4572622379847187,44981.0
78997.0,256.0,1000.0,100.0,0.85,2.192401220126694,42520.0
78997.0,512.0,1000.0,100.0,0.87,1.305206849860727,42634.0
78997.0,1024.0,1000.0,100.0,0.89,0.816311151057608,44270.0
78997.0,2048.0,1000.0,100.0,0.8,1.7363118221214089,45078.0
78997.0,4096.0,1000.0,100.0,0.87,0.9855326866843785,44073.0
44038.0,8.0,1000.0,100.0,0.7,12.634406026061907,41868.0
44038.0,16.0,1000.0,100.0,0.71,13.396687248607687,42158.0
44038.0,32.0,1000.0,100.0,0.71,10.790723614088071,45722.0
44038.0,64.0,1000.0,100.0,0.71,6.40660441078586,45314.0
44038.0,128.0,1000.0,100.0,0.73,3.7454519246209417,45233.0
44038.0,256.0,1000.0,100.0,0.76,2.8146691336953897,45280.0
44038.0,512.0,1000.0,100.0,0.83,1.441651983769723,47856.0
44038.0,1024.0,1000.0,100.0,0.9,1.1927884494333854,46970.0
44038.0,2048.0,1000.0,100.0,0.89,1.117083444220437,42608.0
44038.0,4096.0,1000.0,100.0,0.85,0.9185564392152139,44385.0
81069.0,8.0,1000.0,100.0,0.69,11.92352875489853,37825.0
81069.0,16.0,1000.0,100.0,0.72,11.127221464804448,39600.0
81069.0,32.0,1000.0,100.0,0.77,6.336244588062981,44928.0
81069.0,64.0,1000.0,100.0,0.8,4.901971680595719,43454.0
81069.0,128.0,1000.0,100.0,0.83,2.991704104339286,45643.0
81069.0,256.0,1000.0,100.0,0.87,1.6950259052751044,44467.0
81069.0,512.0,1000.0,100.0,0.85,1.444661161571942,45666.0
81069.0,1024.0,1000.0,100.0,0.87,1.1676361452141282,47118.0
81069.0,2048.0,1000.0,100.0,0.89,1.264257941509015,46869.0
81069.0,4096.0,1000.0,100.0,0.91,0.9225507131900377,46712.0
78743.0,8.0,1000.0,100.0,0.71,17.279448168749276,46577.0
78743.0,16.0,1000.0,100.0,0.71,10.963163057892812,40257.0
78743.0,32.0,1000.0,100.0,0.76,8.403319297583346,43616.0
78743.0,64.0,1000.0,100.0,0.74,5.917863246969991,44713.0
78743.0,128.0,1000.0,100.0,0.8,2.5984360437945253,44990.0
78743.0,256.0,1000.0,100.0,0.78,2.211209416914413,44223.0
78743.0,512.0,1000.0,100.0,0.78,1.5990276119624849,45076.0
78743.0,1024.0,1000.0,100.0,0.9,1.2424900712615141,45583.0
78743.0,2048.0,1000.0,100.0,0.88,1.1376978786631695,45352.0
78743.0,4096.0,1000.0,100.0,0.85,0.7408175572430191,46312.0
30115.0,8.0,1000.0,100.0,0.67,16.315010182890624,38803.0
30115.0,16.0,1000.0,100.0,0.72,8.04265048512739,40973.0
30115.0,32.0,1000.0,100.0,0.72,7.86826808174087,44390.0
30115.0,64.0,1000.0,100.0,0.8,3.6904505646687316,42751.0
30115.0,128.0,1000.0,100.0,0.85,2.6604808813249465,44506.0
30115.0,256.0,1000.0,100.0,0.82,2.696259050092797,47174.0
30115.0,512.0,1000.0,100.0,0.83,1.7872596714599394,44926.0
30115.0,1024.0,1000.0,100.0,0.85,1.2169013874577346,46457.0
30115.0,2048.0,1000.0,100.0,0.84,1.3301995878722304,45945.0
30115.0,4096.0,1000.0,100.0,0.86,0.886090796187341,45048.0
13934.0,8.0,1000.0,100.0,0.73,11.937910372939033,37184.0
13934.0,16.0,1000.0,100.0,0.72,10.586270440413742,38539.0
13934.0,32.0,1000.0,100.0,0.75,5.6088987631864455,43686.0
13934.0,64.0,1000.0,100.0,0.84,3.2733728281662455,41975.0
13934.0,128.0,1000.0,100.0,0.78,3.0504075310349963,44502.0
13934.0,256.0,1000.0,100.0,0.83,2.0251550700624916,45968.0
13934.0,512.0,1000.0,100.0,0.89,2.0498576902899037,44948.0
13934.0,1024.0,1000.0,100.0,0.87,1.3128970941312503,44918.0
13934.0,2048.0,1000.0,100.0,0.89,1.9209657949703112,44443.0
13934.0,4096.0,1000.0,100.0,0.87,1.0613020363245547,44010.0
